Longitude,Latitude,Timestamp,ID
-77.0129,38.8877,2021-01-06 02:38:17,52OuFNlsDdFm
-116.2550,43.7204,2021-01-06 02:38:34,yVMdlQblPjjQ
-116.2550,43.7204,2021-01-06 02:38:34,tjkEcVWzkRYo
-116.2550,43.7204,2021-01-06 02:38:34,JJ2geUcXHwqm
-77.0126,38.8877,2021-01-06 02:38:46,MTOmhxigqpaF
-87.0866,30.6529,2021-01-06 02:40:44,VDNUEFk005eN
-77.0121,38.8885,2021-01-06 02:41:14,uxifQpI6dByQ
-77.0128,38.8889,2021-01-06 02:42:23,Wj6TRv31EgKB
-74.3986,40.7766,2021-01-06 02:44:14,Rs35DhiKJaXS
-74.1540,40.0252,2021-01-06 02:46:54,fSI3DUCcMxQ7
-74.1540,40.0252,2021-01-06 02:46:54,3AoHdNK563hF
-83.4752,42.3634,2021-01-06 02:47:11,451M8V9KAFTx
-122.6141,47.3863,2021-01-06 02:47:18,SC4wVPlv46NG
-122.6141,47.3863,2021-01-06 02:47:18,lNr7Sq1OuC8A
-80.9061,28.9565,2021-01-06 02:47:48,sNKEYCxfDY2U
-104.6982,38.9011,2021-01-06 02:48:22,leBddohnLfCQ
-77.0165,38.8922,2021-01-06 02:53:30,TGXd7vJdtAzO
-77.0179,38.8924,2021-01-06 02:55:33,NH9TSWWi9mnE
-77.0179,38.8924,2021-01-06 02:55:33,HwX5Jamp6di1
-83.4709,42.6482,2021-01-06 03:02:39,JIJXWHZuYts1
-121.2500,38.7196,2021-01-06 03:07:31,x8pwSFv5aatt
-74.3834,40.9063,2021-01-06 03:14:25,sy5rtf8kcG7h
-88.4445,41.6605,2021-01-06 03:21:20,23XmpybIs6b2
-88.4445,41.6605,2021-01-06 03:21:20,MZWed0sqgUFe
-104.6982,38.9011,2021-01-06 03:21:22,nw0XIHaHNp4B
-122.8451,45.5196,2021-01-06 03:23:17,vJZufxqnKgtW
-81.5203,41.4882,2021-01-06 03:27:18,pfLcwYbh3RSJ
-77.0320,38.9030,2021-01-06 03:29:41,nhyI4vIGgTrT
-81.3755,28.5664,2021-01-06 03:29:47,JR2B3EnpKwrV
-81.3755,28.5664,2021-01-06 03:29:47,FSg2ZMZdrQwV
151.2100,-33.8731,2021-01-06 03:33:54,pm7Hl2AmjF9F
151.2100,-33.8731,2021-01-06 03:33:54,vztbaAw1tepY
151.2100,-33.8731,2021-01-06 03:33:54,pmYCQ883kw23
151.2100,-33.8731,2021-01-06 03:33:54,EGyfWudnxek4
-77.0268,38.8987,2021-01-06 03:33:58,TZLDaTO3EbLU
-77.0269,38.8996,2021-01-06 03:35:10,JprqeYSCfUQ9
-80.2677,26.2816,2021-01-06 03:35:52,pa1emlORs5t0
-122.3276,40.6067,2021-01-06 03:37:47,VPwIvUQrdnnk
-84.6482,33.4232,2021-01-06 03:38:02,r5ZQdO4rLzL1
-88.2544,43.0231,2021-01-06 03:42:18,l8yYGEdtY6Sd
-97.6322,30.4818,2021-01-06 03:43:37,J62v7x4vStNK
0.0000,0.0000,2021-01-06 03:45:09,qpWAt3gjoUrn
-122.8349,45.9984,2021-01-06 03:45:29,A4pZIhUN8vWH
-122.8349,45.9984,2021-01-06 03:45:29,qZuQPwLCBR19
-122.8349,45.9984,2021-01-06 03:45:29,pMg5R0tLEHEp
-80.2677,26.2816,2021-01-06 03:50:40,IFtUiLRioWUn
-80.2677,26.2816,2021-01-06 03:50:40,X62tR4YYR1dL
-80.2677,26.2816,2021-01-06 03:50:40,pKdsLrW3TBei
-80.2677,26.2816,2021-01-06 03:50:40,3LkH7v7Bkf1a
-158.0047,21.4059,2021-01-06 03:52:56,g1JvlegLlc51
-77.0250,38.9011,2021-01-06 03:56:40,VD7kpNgyWEaK
-96.5582,33.0770,2021-01-06 03:57:26,dTpkcNfMAG7J
-93.5212,47.2431,2021-01-06 03:59:53,5LYdUgVSM0E7
-80.3947,25.9901,2021-01-06 04:00:51,Dhdd8J6ACTSi
-92.9626,45.0204,2021-01-06 04:03:58,QNwWKiEaweh6
-77.0334,38.9056,2021-01-06 04:04:31,HS79RUCbY2KP
-81.5116,28.5812,2021-01-06 04:05:10,qRTeMdGA7hbG
-81.5116,28.5812,2021-01-06 04:05:10,7SqeXpjq8MWe
-80.4429,25.7497,2021-01-06 04:06:57,mfsOxcL7TWVT
151.2116,-33.8675,2021-01-06 04:08:46,Egs4YM8l6LOb
-80.4428,25.7493,2021-01-06 04:09:57,Nk5bYX8Jaoxe
-80.4428,25.7493,2021-01-06 04:09:57,Vo5pIiPisqt0
-77.0363,38.9013,2021-01-06 04:10:57,qtvZZEsI0pVc
-81.3252,28.5862,2021-01-06 04:10:58,SjGHwZGpxNH2
-80.2678,26.2815,2021-01-06 04:13:27,slXaW6YDjdOJ
-80.2678,26.2815,2021-01-06 04:13:27,GNFYYExuUtIR
-80.2678,26.2815,2021-01-06 04:13:27,BfUKyAvb2SUU
-80.2678,26.2815,2021-01-06 04:13:27,zVnCvYtW20nK
-117.1551,32.7106,2021-01-06 04:16:44,pN97G95tUJo1
-76.7173,39.1743,2021-01-06 04:18:26,Tnb3rTSz4x4j
-73.6559,40.7025,2021-01-06 04:18:39,seiDS4hf4ZEQ
-76.6847,39.1673,2021-01-06 04:19:02,y7heepTHI24N
-76.6847,39.1673,2021-01-06 04:19:02,ZnPA1rGY6Kbd
-77.4598,38.9545,2021-01-06 04:19:21,KxzRxBSjjcXI
-77.4598,38.9545,2021-01-06 04:19:21,HJoiwyLqI1JV
-77.4598,38.9545,2021-01-06 04:19:21,hI158vq22ZPU
-80.8966,35.4747,2021-01-06 04:19:58,wbD73TXARPBF
-83.4841,41.4539,2021-01-06 04:21:02,W1USFcTlSTtk
-95.4894,29.0649,2021-01-06 04:21:55,PFhCKXSt2rvP
-77.0365,38.9014,2021-01-06 04:22:17,Pcwai07Y7Kdz
-77.0320,38.9029,2021-01-06 04:23:25,bedBF7u31A7k
-77.0320,38.9029,2021-01-06 04:26:59,qYWrRwjwjcx8
-81.3250,28.5865,2021-01-06 04:27:58,TQ0Nv4Hq9vRg
-81.4664,28.4831,2021-01-06 04:28:53,MdAjCZhevJ8a
-93.1297,44.6685,2021-01-06 04:31:02,PjoBo4IdEDzb
-111.8614,33.5837,2021-01-06 04:31:07,G4Z18NY0kC0t
-84.2466,33.8822,2021-01-06 04:31:21,v5xUYULuD8oI
-84.2466,33.8822,2021-01-06 04:31:21,cz58Vqeg3uJ8
-84.2466,33.8822,2021-01-06 04:31:21,VqlKiDcM95lJ
-75.9475,43.8476,2021-01-06 04:33:49,i1PxeTciWqRA
-84.8059,39.8285,2021-01-06 04:34:44,2Gbsiqzwlmra
-75.9474,43.8476,2021-01-06 04:40:20,lgPBVCY8zjkl
-77.0365,38.9013,2021-01-06 04:44:08,BziLuY5elmb1
0.0000,0.0000,2021-01-06 04:45:24,O7u1gho3aIzp
0.0000,0.0000,2021-01-06 04:45:24,P12SrYNMbXXL
-97.9288,30.3324,2021-01-06 04:46:14,S7jVUXHSmxtF
-97.9288,30.3324,2021-01-06 04:46:14,TJDY35sR0MXX
-77.0313,38.8958,2021-01-06 04:49:13,DyHkKgGIzRFM
-77.0336,38.8930,2021-01-06 04:49:25,dpcXzM6zhPZR
-86.4817,30.4073,2021-01-06 04:49:53,hGcW25cD1g5f
-85.7411,38.2909,2021-01-06 04:58:02,ycJ39K9mX5OH
-114.4957,42.5907,2021-01-06 04:58:33,yDQd2kgtFZbI
-114.1373,51.0425,2021-01-06 05:02:53,9B3CbbObH7lI
-114.1373,51.0425,2021-01-06 05:02:53,7i8A6gtbG7Oi
-114.1373,51.0425,2021-01-06 05:02:53,vgqsnVHGFbE5
-114.1373,51.0425,2021-01-06 05:02:53,jAaA0Y36gpsc
-114.1373,51.0425,2021-01-06 05:02:53,3mzhCYSjsg7a
-115.1932,36.2374,2021-01-06 05:04:20,DU8WutVLdcqg
-71.6993,42.3257,2021-01-06 05:06:31,tLpReZonfOui
-71.6993,42.3257,2021-01-06 05:08:14,FP0YJ9qVdW8B
-119.6990,39.5717,2021-01-06 05:09:37,vulGJjy3WdWB
-119.6990,39.5717,2021-01-06 05:09:37,riexmfm2Koz3
-77.0335,38.8998,2021-01-06 05:11:47,MDqAZroDeMBT
-118.1455,34.6688,2021-01-06 05:12:54,EMiJ5SRENgyA
-118.1455,34.6688,2021-01-06 05:12:54,17j0iVgrkpNW
-118.1455,34.6688,2021-01-06 05:12:54,VApQlu6J6n1m
-118.1455,34.6688,2021-01-06 05:12:54,p8SRpHw7tpMM
-101.9209,35.1892,2021-01-06 05:12:59,rMp5yNZIz0gN
-77.0355,38.9012,2021-01-06 05:13:17,Kn0P4d8EaOdj
-101.9209,35.1892,2021-01-06 05:14:00,QpS2kPvasf9d
-89.4031,43.0660,2021-01-06 05:15:00,UPxvt0JIrvoK
-77.0363,38.9014,2021-01-06 05:15:07,do2URuWxeOVs
-77.0363,38.9014,2021-01-06 05:15:07,TxM1JgGIikUv
-77.3335,37.5090,2021-01-06 05:15:41,Ah0XlQ003UXP
-77.0364,38.9013,2021-01-06 05:17:52,lTZkY2ypwhFT
-77.0364,38.9013,2021-01-06 05:17:52,ZqrHqExhLwBZ
-76.5380,39.3210,2021-01-06 05:21:51,JL5cTLDWl6OM
-90.1850,41.8569,2021-01-06 05:24:07,xuEO6HeTtYkY
-90.1850,41.8569,2021-01-06 05:24:07,6oyBS28wymP3
-88.0596,41.9856,2021-01-06 05:36:23,U3v4GfRp5HHC
-88.0594,41.9859,2021-01-06 05:42:57,JNiQ256inhU8
-88.0594,41.9859,2021-01-06 05:42:57,rdPRm4P3Do7Z
-88.0594,41.9859,2021-01-06 05:42:57,qlh8Ulwxe753
100.8813,12.9165,2021-01-06 05:58:49,ISOq4zMLk2aG
-95.5071,29.4886,2021-01-06 06:05:22,DbooKpVnR9Q0
-97.7518,31.0525,2021-01-06 06:12:23,z3VBSqPbk4j7
-97.7518,31.0525,2021-01-06 06:12:23,bxfCNQ2vFkNd
-97.7518,31.0525,2021-01-06 06:12:23,Jw6uVZ3C3y7k
-97.7518,31.0525,2021-01-06 06:12:23,8ZgIOOb7xOGe
-97.7518,31.0525,2021-01-06 06:12:23,df8DzArVqN1M
-97.7518,31.0525,2021-01-06 06:12:23,DR7Ij8OncUqV
-80.2945,26.3344,2021-01-06 06:13:55,hOdRsbCaLg4e
-80.2945,26.3344,2021-01-06 06:13:55,ZqWSlfre7OB5
-80.2945,26.3344,2021-01-06 06:13:55,STiCUSsz5h0r
-80.2945,26.3344,2021-01-06 06:13:55,SU2Ep7XcV76f
-80.2945,26.3344,2021-01-06 06:13:55,PD9hFfHT7TsU
-73.3605,40.7312,2021-01-06 06:29:01,47oS1EKozL6M
-77.2960,38.6191,2021-01-06 06:32:41,pS7YB5chK3Nv
-97.1951,31.5628,2021-01-06 06:32:59,vHMn0GPdzRqd
-99.3923,36.4413,2021-01-06 06:35:42,au4CMxBaLFfX
-117.8164,33.6861,2021-01-06 06:40:20,SR95YqJREZY5
-89.7908,35.2641,2021-01-06 06:41:12,1jH4froHGESK
-77.0074,38.8890,2021-01-06 06:41:44,mtR54fIOsU8Y
-76.8397,39.0587,2021-01-06 06:53:25,fc14gHzx64vY
-80.2949,26.3340,2021-01-06 06:56:37,j0XF3XBUg2lc
-80.2949,26.3340,2021-01-06 06:56:37,g4hRJwyuWPdQ
-80.2949,26.3340,2021-01-06 06:56:37,NDeSWskUWNoC
-80.2949,26.3340,2021-01-06 06:56:37,c3tXdUfTaczP
-77.0342,38.8896,2021-01-06 07:11:15,2oSHSLNMqoOE
107.4645,-6.8749,2021-01-06 07:11:56,i4oYrBbiUWbm
144.8467,-37.6708,2021-01-06 07:26:26,pMSokHcGrPjN
-96.7509,32.9170,2021-01-06 07:34:51,qFCt3p41KqL8
-96.7509,32.9170,2021-01-06 07:37:44,I8JAqZtn5nc7
-96.7509,32.9170,2021-01-06 07:37:44,MrA9AQIJMwv9
-96.7509,32.9170,2021-01-06 07:37:44,xPNR9t3H55RZ
-96.7509,32.9170,2021-01-06 07:37:44,e0v5HKEARNiK
-97.3519,27.6801,2021-01-06 08:18:17,tZZ46VT0BTA0
-97.3519,27.6802,2021-01-06 08:19:14,WhQeLMyPWIrG
26.0520,62.0515,2021-01-06 08:39:43,dLH07RP4fJcM
-8.6565,52.6642,2021-01-06 08:46:41,MJZO1qU2RevG
-8.6565,52.6642,2021-01-06 08:46:41,OF0klZfUi1fV
0.0000,0.0000,2021-01-06 09:42:58,Ym6s5ciLjenf
-80.5176,40.0960,2021-01-06 10:00:40,CCyn9fapZ60E
-80.0145,39.6583,2021-01-06 10:15:01,21xOGxVZkNnU
-77.0523,38.8640,2021-01-06 10:30:51,c9Ubaeff4BRz
-74.9208,40.2283,2021-01-06 10:50:13,RW52BB31Dzuh
-86.3573,39.7619,2021-01-06 11:06:20,CJBAfxhjdYNm
0.0000,0.0000,2021-01-06 11:24:27,s2SgcwRZidn3
-86.7661,32.9020,2021-01-06 11:24:58,nZJGaGiBMsIJ
-76.4212,40.1041,2021-01-06 11:41:03,mHOS5983KIf6
-76.4221,40.1047,2021-01-06 11:41:15,ay0rBhzXqT1J
0.0000,0.0000,2021-01-06 11:45:17,X8RokX9Das60
-101.1456,20.0614,2021-01-06 11:48:07,KVg4Mnq9itNc
-77.0335,38.8885,2021-01-06 11:50:53,VYDYrP2y5GPi
-77.0462,38.8836,2021-01-06 11:51:59,fBqaHuwytNym
-77.0195,38.8888,2021-01-06 12:00:15,vgvvmX00Bf4f
-82.3324,27.7950,2021-01-06 12:03:04,uaiAYb2drR5f
-82.3324,27.7950,2021-01-06 12:03:04,To4JQY0OG1xH
-77.1115,38.8820,2021-01-06 12:06:33,R5xQ2bIblPBk
0.0000,0.0000,2021-01-06 12:09:17,6vBqhIYFe0Ty
0.0000,0.0000,2021-01-06 12:13:21,z86l0lMcVB1c
-77.0366,38.8919,2021-01-06 12:22:20,S0RLaNltewMK
0.0000,0.0000,2021-01-06 12:34:07,fMjprvcKHrVV
-77.0302,38.8959,2021-01-06 12:38:55,zvhAF87Dreod
-80.2665,27.0892,2021-01-06 12:51:33,Puv75EBh2BvI
-80.2665,27.0892,2021-01-06 12:51:33,0mWqB5lWUGJf
-80.2665,27.0892,2021-01-06 12:51:33,D0pAlPBolL3B
-80.2665,27.0892,2021-01-06 12:51:33,CIKDQUfJM20g
-80.2665,27.0892,2021-01-06 12:51:33,h1upkKeIVRs0
-77.0368,38.8921,2021-01-06 12:51:45,2fqpw5l9SeIl
-77.0365,38.8918,2021-01-06 12:52:15,O4ELcBjZ9qx0
-77.0335,38.8966,2021-01-06 12:55:26,3cAKUWJfxeJH
-77.0335,38.8966,2021-01-06 12:55:26,nJma0698gEW6
-77.0335,38.8966,2021-01-06 12:55:26,2PNO2eGV8Hwp
-77.0364,38.8917,2021-01-06 12:56:09,Kef0T1bzWcyp
-77.0345,38.8913,2021-01-06 12:56:29,c1aUD7fjRKls
-77.0362,38.8918,2021-01-06 12:57:17,diIeD4Ne7Ear
-77.0336,38.8988,2021-01-06 12:57:50,F76ZQOzftgqo
-82.4978,27.8766,2021-01-06 13:00:00,U2Bgm1O8T67c
-77.0336,38.8943,2021-01-06 13:02:34,cSKhlKa6cTDy
-77.0368,38.8919,2021-01-06 13:03:23,91Vga2rHrrID
-77.0356,38.8921,2021-01-06 13:06:07,x893devoztem
-77.0360,38.8914,2021-01-06 13:08:39,n8OCCns442q4
-77.0363,38.8919,2021-01-06 13:16:57,NfQdczPVYzb8
-77.0336,38.8991,2021-01-06 13:17:40,nalKGvVZU5eC
-77.0368,38.8891,2021-01-06 13:19:12,7lZbNvTpYzCg
-123.0088,38.7803,2021-01-06 13:20:05,OisvQbA1qVwx
-123.0088,38.7809,2021-01-06 13:21:34,h2pPxjZdsqgM
-75.7552,39.6470,2021-01-06 13:24:08,c5ovRK1TspWu
-81.2800,28.5194,2021-01-06 13:26:35,u6508Mn4OKvC
-77.0335,38.8934,2021-01-06 13:29:03,ZHPkLzKWK2Bs
-77.0367,38.8920,2021-01-06 13:30:28,oT2kNRSAKiYf
-77.0362,38.8911,2021-01-06 13:33:54,a7DW37R386K3
-119.8027,39.5208,2021-01-06 13:36:09,g9zQv3RuK8vO
-77.0394,38.8956,2021-01-06 13:37:55,hi0orAgffuhA
-77.0240,38.8920,2021-01-06 13:38:23,qVsqMakVxGNP
-77.0350,38.8902,2021-01-06 13:39:05,emAlhzlkYNvv
-77.0364,38.8915,2021-01-06 13:39:09,Z6sv09jLUGZP
-77.0364,38.8915,2021-01-06 13:39:09,QrSz0Vfcz3kt
-77.0363,38.8910,2021-01-06 13:39:52,kISkMn20ifwv
-77.0364,38.8914,2021-01-06 13:39:53,qKHnb8BrY6ft
-77.0364,38.8914,2021-01-06 13:39:59,VgsmTnVJYxrE
-77.0365,38.8917,2021-01-06 13:40:29,evguRVYcqPlB
-123.0101,38.7822,2021-01-06 13:40:29,Cyy6LPOi3gl1
-77.0375,38.8922,2021-01-06 13:40:32,8c4mOel34hEc
-77.0370,38.8922,2021-01-06 13:40:34,S2XmM7mwQCwe
-77.0370,38.8922,2021-01-06 13:40:34,E1cJ94n8u1rP
-77.0370,38.8922,2021-01-06 13:40:34,aXbedUJqeQ0v
-77.0370,38.8922,2021-01-06 13:40:34,SFwPJvrCV0FP
-77.0370,38.8922,2021-01-06 13:40:34,RMwAbgxbCUV4
-77.0370,38.8922,2021-01-06 13:40:34,tTRU8pK4m8u8
-77.0370,38.8922,2021-01-06 13:40:34,F6tKroyNWFtj
-77.0360,38.8920,2021-01-06 13:40:37,mMlqZoEZhC9H
-77.0360,38.8920,2021-01-06 13:40:37,ftbEXsKvOCYn
-77.0363,38.8910,2021-01-06 13:40:38,VBc81C9bHigX
0.0000,0.0000,2021-01-06 13:44:08,yBp8WxvIxaje
-77.0357,38.8907,2021-01-06 13:44:50,O0hhrxFbpIfo
-77.0342,38.8906,2021-01-06 13:50:55,GH8KUbewL0sH
-77.0363,38.8919,2021-01-06 13:53:27,hRwQ0gGDfUJ5
-77.0366,38.8922,2021-01-06 13:53:33,vuPWTIAii8X1
-77.0365,38.8917,2021-01-06 13:58:33,nH1EL07ukyOE
-77.0367,38.8918,2021-01-06 14:01:48,bgBdloFHQ4V4
-77.0366,38.8913,2021-01-06 14:04:12,xRKSjgibjGcX
-77.0355,38.8920,2021-01-06 14:05:02,d1zM5ane4tm1
-77.3180,39.2731,2021-01-06 14:09:55,G2I3IHDfhmSr
-77.3180,39.2731,2021-01-06 14:09:55,GBkNyO5eBn68
-77.3180,39.2731,2021-01-06 14:09:55,vG5l3QqKIg7v
-93.3242,44.8812,2021-01-06 14:11:30,v6QbcrtgkYxh
-77.0361,38.8920,2021-01-06 14:12:21,sVQIA0vMuObz
-82.3030,27.0453,2021-01-06 14:12:58,Tf7aV3Ek0Zif
-77.0320,38.8956,2021-01-06 14:13:20,VAqVZdQG57Xs
-77.0365,38.8917,2021-01-06 14:14:34,z1Dd4eQWsblX
-77.0363,38.8915,2021-01-06 14:15:20,AzVSx3ypAHRi
-77.0376,38.8923,2021-01-06 14:16:31,uKgvM1r7XCW8
-77.0361,38.8918,2021-01-06 14:16:50,pTbZXLmXGyyn
-77.0361,38.8906,2021-01-06 14:23:15,2lza0tzb6ICe
-77.0364,38.8919,2021-01-06 14:28:08,kzfRu8mp8CNm
-77.0364,38.8919,2021-01-06 14:28:08,36dzqKvu5ebk
-77.0362,38.8922,2021-01-06 14:29:34,xuIEBQE3g765
-77.0371,38.8916,2021-01-06 14:30:14,VhIx1Jb09Km8
-77.0367,38.8918,2021-01-06 14:31:03,d8Cc81F774WQ
-77.0321,38.9020,2021-01-06 14:32:48,hL60MjItBhOW
-77.0321,38.9020,2021-01-06 14:32:48,CpUWCstjFq4P
-77.0366,38.8921,2021-01-06 14:35:01,eT3dCPVjg484
0.0000,0.0000,2021-01-06 14:37:01,TGcI0LbQ4tj4
0.0000,0.0000,2021-01-06 14:37:01,xsWNiHf16q1s
0.0000,0.0000,2021-01-06 14:37:01,94bzrYNbxfwY
-77.0369,38.8916,2021-01-06 14:37:36,T6k2pSMlFMDH
-77.0369,38.8916,2021-01-06 14:37:36,JyUmRm5aCM8o
-92.3326,46.7998,2021-01-06 14:38:01,vYnBstoSyvI0
-77.0365,38.8919,2021-01-06 14:38:12,HUF1qVXl5LCv
-118.3466,34.0642,2021-01-06 14:43:21,yLdAOdqCM6HD
23.2804,42.6670,2021-01-06 14:43:36,e8zK8H0TDP2b
23.2804,42.6670,2021-01-06 14:43:36,Etr65Tvy7POT
23.2804,42.6670,2021-01-06 14:43:36,GTcaL1UcIXE6
-77.0366,38.8938,2021-01-06 14:44:02,QcUzbo8hdJY6
-82.3907,27.0503,2021-01-06 14:44:34,fd7WwQn4xi06
-77.0361,38.8910,2021-01-06 14:44:53,UPriYin65X3Z
-77.0361,38.8910,2021-01-06 14:44:53,idyvEAtqETgY
-77.0361,38.8910,2021-01-06 14:44:53,ml2djEbN50qK
-77.0361,38.8910,2021-01-06 14:44:53,6sXRv5Xe53o0
-77.0364,38.8913,2021-01-06 14:46:48,33nIRE4z014q
-77.0337,38.8923,2021-01-06 14:47:40,0RXNjbNjJq1A
-77.0337,38.8923,2021-01-06 14:47:40,N1k8H378YLUP
-82.5145,30.2515,2021-01-06 14:47:42,ZDEn6H2tjBcz
-97.3153,32.5843,2021-01-06 14:47:52,zmKyphn89JLu
-77.0362,38.8909,2021-01-06 14:48:24,xvLrwQu4mW9u
-77.0361,38.8920,2021-01-06 14:49:03,OmJrVOATOxzU
-79.2474,43.7807,2021-01-06 14:49:36,j5Hpni7vWN5I
-79.2474,43.7807,2021-01-06 14:49:36,SMG24guaF0RC
-79.2474,43.7807,2021-01-06 14:49:36,XpvWU5L1FliB
-77.0357,38.8895,2021-01-06 14:50:42,78CswbGDMZ93
-77.0334,38.8961,2021-01-06 14:50:48,ZlivulPDcYMC
-77.0334,38.8961,2021-01-06 14:50:48,Y21LK8COvXFO
